lê#N	LOC
tấn#N	LOC
trung#A	LOC
a#M	O
_EndOfLine_	O
Nguyễn#Np	O
my#N	O
77#Np	LOC
Nguyễn#Np	LOC
Thị#Np	LOC
kiêu#V	LOC
p#N	LOC
thới	LOC
an#V	LOC
q12#N	LOC
0981285569#Np	O
.#CH	O
_EndOfLine_	O
ở#E	O
tphcm#M	LOC
_EndOfLine_	O
Bích#Np	O
_EndOfLine_	O
33A#N	LOC
đinh#V	LOC
bộ#N	LOC
lĩnh#V	LOC
p24#N	LOC
bình	LOC
thạnh#V	LOC
ạ#T	O
_EndOfLine_	O
Tên#N	O
:#CH	O
Ẩn#Np	O
Huỳnh#Np	O
_EndOfLine_	O
Địa	O
chỉ#N	O
:#CH	O
28#M	LOC
-#CH	LOC
lý#N	LOC
thường	LOC
kiệt#M	LOC
-#CH	LOC
phường#N	LOC
xuân	LOC
an#N	LOC
-#CH	LOC
TP#Ny	LOC
Long#Np	LOC
khánh#V	LOC
-#CH	O
Tỉnh#N	O
đồng#N	LOC
nai#M	LOC
_EndOfLine_	O
Sdt#Np	O
:#CH	O
0348799563#Np	O
_EndOfLine_	O
�#N	O
Cửa	O
hàng#N	O
:#CH	O
Một#M	O
cơ	O
sở#N	O
duy#N	O
số#N	LOC
1#M	LOC
ngõ#N	LOC
27#Np	LOC
Lý	LOC
Sơn#Np	LOC
-#CH	O
LB#N	O
-#CH	O
Hà	LOC
Nội#Np	LOC
(#CH	O
Mặt	LOC
cầu#N	LOC
Đông#Np	LOC
Trù#Np	LOC
Long#Np	LOC
Biên#Np	LOC
)#CH	O
từ#E	O
nguyễn#M	LOC
văn#N	LOC
cừ#V	LOC
vào#E	O
tầm#N	O
800m#Np	O
.#CH	O
Phía#N	O
bên#N	O
trái#A	O
_EndOfLine_	O
31/9#N	LOC
phan#V	LOC
huy#N	LOC
chú#Nc	LOC
p10#N	LOC
quận#N	LOC
5#M	LOC
_EndOfLine_	O
mình#P	O
ở	O
trần	LOC
khát#V	LOC
chân#N	LOC
_EndOfLine_	O
45#Np	LOC
Quang	LOC
Trung#Np	LOC
-#CH	LOC
Vinh#Ny	LOC
-#CH	LOC
Nghệ	LOC
An#Np	LOC
shop#V	O
nhé#T	O
_EndOfLine_	O
Dạ#Np	O
shop#V	O
ở#E	O
Lê#Np	LOC
Trọng#Np	LOC
Tấn#Np	LOC
_EndOfLine_	O
HOA#N	O
QUẢ#T	O
ƯU#N	O
ĐÀM#M	O
_EndOfLine_	O
Địa	O
chỉ#N	O
:#CH	O
P103#Np	LOC
C4#Np	LOC
(#CH	O
Ngõ#N	LOC
46C#N	LOC
Phạm#Np	LOC
Ngọc#Np	LOC
_EndOfLine_	O
Thạch#Np	O
)#CH	O
_EndOfLine_	O
Điện	O
thoại#N	O
:#CH	O
02456789555#Np	O
_EndOfLine_	O
Ngày#N	O
bán#V	O
:#CH	O
04/10/2019#N	O
10#M	O
:#CH	O
07#Np	O
_EndOfLine_	O
HOÁ	O
ĐƠN#N	O
ĐẶT	O
HÀNG#M	O
_EndOfLine_	O
DH016678#M	O
_EndOfLine_	O
Khách	O
hàng#N	O
:#CH	O
Ếch#Np	O
Kon#Np	O
_EndOfLine_	O
Địa	O
chỉ#N	O
:#CH	O
A3#Np	O
151#Np	LOC
Nguyễn#Np	LOC
Đức#Np	LOC
Cảnh#Np	LOC
_EndOfLine_	O
Điện	O
thoại#N	O
:#CH	O
0342481990#Np	O
_EndOfLine_	O
Người#Nc	O
bán#V	O
:#CH	O
Thanh#Np	O
Ngà#Np	O
_EndOfLine_	O
Người#Nc	O
giao#V	O
hàng#N	O
:#CH	O
_EndOfLine_	O
Thời	O
gian#N	O
giao#V	O
hàng#N	O
:#CH	O
_EndOfLine_	O
Ghi	O
chú#N	O
:#CH	O
_EndOfLine_	O
Tên#N	O
hàng#N	O
SL#V	O
Đơn	O
giá	O
Thành#V	O
tiền#N	O
_EndOfLine_	O
Cam#Np	O
Sành#Np	O
10#M	O
kg#Nu	O
1#Np	O
270#Np	O
_EndOfLine_	O
em#N	O
ở#E	O
hà	LOC
nội#N	LOC
anh	O
chị#Nc	O
ạ#T	O
_EndOfLine_	O
Dạ#V	O
em#N	O
xin#V	O
xác	O
nhận#V	O
lại#R	O
đơn	O
hàng#V	O
ạ#T	O
:#CH	O
_EndOfLine_	O
Tên#N	O
KH#V	O
:#CH	O
Anh#Nc	O
Đỗ#Np	O
Biên	O
Phòng#Np	O
_EndOfLine_	O
Sđt#Np	O
:#CH	O
0989698099#Np	O
_EndOfLine_	O
Địa	O
chỉ#N	O
:#CH	O
so#V	LOC
4E3#N	LOC
phường#N	LOC
văn	LOC
đẩu#V	LOC
quận#N	LOC
kiến#N	LOC
an#M	LOC
_EndOfLine_	O
Chung	LOC
cư#N	LOC
green#V	LOC
star#N	LOC
.#CH	O
Phạm#Np	LOC
văn#N	LOC
đồng#N	LOC
e#V	O
nhé#T	O
_EndOfLine_	O
Quận#N	LOC
1#M	LOC
ở#E	O
đâu#P	O
ạ#I	O
?#CH	O
_EndOfLine_	O
maidung#N	O
95#Np	LOC
nguyễn#V	LOC
chí#N	LOC
thanh#V	LOC
khu	LOC
phố#N	LOC
2#M	LOC
thị	LOC
trấn#N	LOC
tân	LOC
biên#N	LOC
huyện#N	LOC
tân	LOC
biên#N	LOC
tỉnh#N	LOC
tây	LOC
ninh#V	LOC
so#V	O
dt#N	O
0977878070#Np	O
.#CH	O
lấy#V	O
cái#Nc	O
áo#N	O
trắng#A	O
va#N	O
cai#V	O
váy#N	O
vol#M	O
_EndOfLine_	O
Quảng	LOC
ninh#M	LOC
_EndOfLine_	O

